id,nombre,nivel,refs,lat,lng,brief,area
shepham,Shepham,descartado,2,34.353071,36.385705,Landmark on the northeastern border of the Promised Land,-
shepher_mount,Shepher Mount,descartado,2,30.317396,35.407152,Campsite during Israel's wilderness wanderings,-
sirah,Sirah,descartado,2,31.55,35.1,Place near Hebron where Abner was killed by Joab,-
solomon's_portico,Solomon's Portico,descartado,2,31.777444,35.234935,Colonnade in Jerusalem's temple where apostles taught,-
spain,Spain,descartado,2,40.481391,-3.175332,Country Paul intended to visit to preach gospel,-
taberah,Taberah,descartado,2,28.916667,34.5,Israelite camp where God sent fire as judgment,-
tadmor,Tadmor,descartado,2,34.5540491686839,38.26590497164145,City built by Solomon in the wilderness,-
tahath,Tahath,descartado,2,30.317396,35.407152,Israelite campsite during the wilderness journey,-
telassar,Telassar,descartado,2,32.18919123705116,48.25788647687722,Mesopotamian city conquered by the Assyrians,-
tel_harsha,Tel-harsha,descartado,2,32.127213,45.229995,Babylonian city from which exiles returned,-
tel_melah,Tel-melah,descartado,2,32.127213,45.229995,Babylonian city from which exiles returned,-
terah,Terah,descartado,2,30.317396,35.407152,Israelite campsite during the wilderness journey,-
tigris,Tigris,descartado,2,35.983343,43.346466,"River flowing from Eden, mentioned in Daniel's vision",-
tower_of_eder,Tower of Eder,descartado,2,31.70536129174666,35.21026630105202,"A tower near Bethlehem, associated with the Messiah",-
tower_of_the_hundred,Tower of the Hundred,descartado,2,31.777444,35.234935,"A tower in Jerusalem's wall, rebuilt by Nehemiah",-
tower_of_the_ovens,Tower of the Ovens,descartado,2,31.777444,35.234935,"A tower in Jerusalem's wall, rebuilt by Nehemiah",-
ulai,Ulai,descartado,2,32.178696,48.22489,"A river in Elam, near where Daniel saw a vision",-
uphaz,Uphaz,descartado,2,22.0,77.0,A place known for its fine gold,-
uzza,Uzza,descartado,2,31.777444,35.234935,A garden where Manasseh and Amon were buried,-
yeshanah_gate,Yeshanah Gate,descartado,2,31.777444,35.234935,"A gate in Jerusalem's wall, rebuilt by Nehemiah",-
zaanannim,Zaanannim,descartado,2,33.11298357486105,35.53361334150225,A place near Kedesh in Naphtali,-
zalmonah,Zalmonah,descartado,2,31.49684513710609,35.78284105296996,A place where the Israelites camped during their wilderness journey,-
zedad,Zedad,descartado,2,34.312571,36.925484,A place on the northern border of the Promised Land,-
zela,Zela,descartado,2,31.792733,35.196862,A city in Benjamin where Saul's family was buried,-
zemaraim,Zemaraim,descartado,2,31.910999,35.45728,A town in Benjamin; also a hill in Ephraim,-
abel_keramim,Abel-keramim,descartado,1,32.02425,35.82352,"A place near Ammon, attacked by Jephthah.",-
abilene,Abilene,descartado,1,33.5873,36.09171,A region ruled by Lysanias when John began preaching.,-
accad,Accad,descartado,1,33.09201653975629,44.12924814594658,"An ancient city in Nimrod's kingdom, probably Akkad.",-
adadah,Adadah,descartado,1,31.1858,34.96745,A town in the Negev region of Judah.,-
adam,Adam,descartado,1,32.09772014797369,35.56469085401976,A city near the Jordan River.,-
adamah,Adamah,descartado,1,32.7253,35.4382,A fortified city allotted to Naphtali.,-
adami_nekeb,Adami-nekeb,descartado,1,32.6105,35.54289,A boundary marker for the territory of Naphtali.,-
addar,Addar,descartado,1,30.9522,34.7187,A boundary marker for the territory of Judah.,-
adithaim,Adithaim,descartado,1,31.7001,34.89532,A town in the Shephelah region of Judah.,-
adoraim,Adoraim,descartado,1,31.51666666666667,34.98333333333333,A fortified city built by Rehoboam in Judah.,-
adramyttium,Adramyttium,descartado,1,39.5748,26.9367,"A seaport in Asia Minor, visited by Paul.",-
adriatic_sea,Adriatic Sea,descartado,1,42.415,16.3735,The sea where Paul's ship drifted during a storm.,-
aenon,Aenon,descartado,1,32.398936,35.54351,A place near Salim where John the Baptist baptized.,-
ai,Ai,descartado,1,31.80052000870321,35.80901866717255,"An Ammonite city, to be destroyed by Babylon.",-
allammelech,Allammelech,descartado,1,32.97829,35.182915,A town allotted to Asher,-
allon_bacuth,Allon-bacuth,descartado,1,31.93053920580005,35.22103274923676,"The burial place of Deborah, Rebekah's nurse.",-
amad,Amad,descartado,1,33.019337,35.173644,A border town in the territory of Asher.,-
amam,Amam,descartado,1,31.162327,35.057114,A town allotted to the tribe of Judah.,-
amana,Amana,descartado,1,33.68137,36.055039,A mountain range mentioned in the Song of Solomon.,-
amaw,Amaw,descartado,1,36.654616,38.068879,"A place near the Euphrates River, associated with Balaam.",-
ammah,Ammah,descartado,1,31.869005,35.343177,"A hill near Gibeon, where Joab pursued Abner.",-
amphipolis,Amphipolis,descartado,1,40.82322547229525,23.83863142894023,A city visited by Paul on his missionary journey.,-
anaharath,Anaharath,descartado,1,32.607039,35.397389,A border town in the territory of Issachar.,-
ananiah,Ananiah,descartado,1,31.83291,35.219683,A town inhabited by Benjamites after the Babylonian exile.,-
angle,Angle,descartado,1,31.777444,35.234935,A tower built by King Uzziah in Jerusalem.,-
anim,Anim,descartado,1,31.373521,35.074552,A city in the hill country of Judah.,-
antipatris,Antipatris,descartado,1,32.10043792968003,34.94650938910333,A city where Paul was taken during his transfer to Caesarea.,-
apollonia,Apollonia,descartado,1,40.58763251343323,23.35335168557556,A city in Macedonia visited by Paul.,-
arab,Arab,descartado,1,31.450746,35.045648,A city allotted to the tribe of Judah.,-
aram_maacah,Aram-maacah,descartado,1,33.2,36.5,Kingdom that fought against David,-
aram_naharaim,Aram-naharaim,descartado,1,35.1,42.0,A region mentioned in the title of Psalm 60.,-
aram_zobah,Aram-zobah,descartado,1,33.519299,36.31344999999999,A region mentioned in the title of Psalm 60.,-
aroer,Aroer,descartado,1,31.14893187321126,34.9848522498051,"A city in Judah, receiving spoils from David.",-
arubboth,Arubboth,descartado,1,31.68123465358001,34.97639817516712,A district in Israel under Solomon's rule.,-
ashkenaz,Ashkenaz,descartado,1,40.6,44.6,A kingdom summoned to battle against Babylon.,Assyria
atharim,Atharim,descartado,1,30.880918,34.63062,A place where the Canaanite king of Arad fought Israel.,-
atroth_shophan,Atroth-shophan,descartado,1,31.9617,35.9115,Town allotted to the tribe of Gad.,-
attalia,Attalia,descartado,1,36.88082580070078,30.69456557778969,Seaport in Pamphylia visited by Paul and Barnabas.,-
aven_valley,Aven Valley,descartado,1,34.006944,36.203889,"Plain near Damascus, prophesied to be destroyed.",-
avvim,Avvim,descartado,1,31.53577362133176,35.09409986578734,Town allotted to the tribe of Benjamin.,-
azal,Azal,descartado,1,31.77809503341373,35.2471976093501,Unidentified place near Jerusalem mentioned in Zechariah's prophecy.,-
aznoth_tabor,Aznoth-tabor,descartado,1,32.68695640243183,35.39091304299688,Border town of Naphtali near Mount Tabor.,-
baalah,Baalah,descartado,1,31.24495217357714,34.8408885849849,Town allotted to the tribe of Simeon.,-
baalah_mount,Baalah Mount,descartado,1,31.865518,34.746856,Mountain marking the northern boundary of Judah.,-
baalath,Baalath,descartado,1,31.927451,35.055378,Town allotted to the tribe of Dan.,-
baal_hazor,Baal-hazor,descartado,1,31.979434,35.279229,Place where Absalom sheared his sheep.,-
baal_shalishah,Baal-shalishah,descartado,1,32.029737,35.222604,Place where a man brought provisions to Elisha.,-
baal_tamar,Baal-tamar,descartado,1,31.82378102460309,35.23100936128631,Place near Gibeah where Israelites fought the Benjamites.,-
bajith,Bajith,descartado,1,31.49684513710609,35.78284105296996,Moabite temple or high place mentioned in Isaiah's prophecy.,-
balah,Balah,descartado,1,31.24495217357714,34.8408885849849,Town allotted to the tribe of Simeon.,-
bath_rabbim,Bath-rabbim,descartado,1,31.80052000870321,35.80901866717255,"Gate in Heshbon, mentioned in Song of Solomon.",-
beer,Beer,descartado,1,30.998062,35.498547,Site where God provided water for the Israelites.,-
beer_elim,Beer-elim,descartado,1,30.998062,35.498547,Place mentioned in Isaiah's prophecy against Moab.,-
bene_berak,Bene-berak,descartado,1,32.035782,34.827108,Town allotted to the tribe of Dan.,-
benjamin_gate,Benjamin Gate,descartado,1,31.777444,35.234935,"Gate in Jerusalem's wall, mentioned in Zechariah's prophecy.",-
bered,Bered,descartado,1,30.68771281376111,34.49479554246946,Place near where Hagar encountered the Angel of the Lord.,-
betah,Betah,descartado,1,33.93148,36.152049,City from which David took bronze after defeating Hadadezer.,-
beten,Beten,descartado,1,32.934736,35.270799,Town allotted to the tribe of Asher.,-
beth_anoth,Beth-anoth,descartado,1,31.558456,35.124483,Town in the hill country of Judah.,-
beth_arbel,Beth-arbel,descartado,1,32.56101132918748,35.84782996762625,"Place destroyed by Shalman, mentioned in Hosea's prophecy.",-
beth_biri,Beth-biri,descartado,1,31.391668,34.940502,"Town in Simeon, formerly called Bethul.",-
beth_car,Beth-car,descartado,1,31.83273947023218,35.1801628605877,Place where the Israelites pursued the Philistines.,-
beth_dagon,Beth-dagon,descartado,1,31.908,34.775,"Town in Judah, named after the Philistine god Dagon.",-
beth_dagon,Beth-dagon,descartado,1,32.899561,35.107928,"Town in Asher, named after the Philistine god Dagon.",-
beth_eden,Beth-eden,descartado,1,33.519299,36.31344999999999,Place associated with the rulers of Aram (Syria).,-
beth_emek,Beth-emek,descartado,1,32.978855,35.167096,"Town in Asher's territory, near the border.",-
beth_ezel,Beth-ezel,descartado,1,31.743719,34.694006,"Town mentioned in Micah's prophecy, possibly near Jerusalem.",-
beth_gamul,Beth-gamul,descartado,1,31.519692,35.844714,Moabite town mentioned in Jeremiah's prophecy against Moab.,-
beth_haggan,Beth-haggan,descartado,1,32.58418313614938,35.18229165870594,Place near Jezreel where Ahaziah fled from Jehu.,-
beth_lebaoth,Beth-lebaoth,descartado,1,31.391668,34.940502,"Town in Simeon, also called Lebaoth.",-
bethlehem,Bethlehem,descartado,1,32.735379,35.189704,"Town in Zebulun, distinct from Bethlehem in Judah.",-
beth_merchak,Beth-merchak,descartado,1,31.391668,34.940502,Place near Jerusalem where David stayed during Absalom's revolt.,-
beth_pazzez,Beth-pazzez,descartado,1,32.46349905885267,35.3036831926058,"Beth-pazzez, town allotted to Issachar",-
beth_shemesh,Beth-shemesh,descartado,1,32.40643,35.504628,Border town of Issachar.,-
beth_shittah,Beth-shittah,descartado,1,32.552496,35.438257,"Beth-shittah, place near where Midianites fled from Gideon",-
beth_tappuah,Beth-tappuah,descartado,1,31.52973,35.050377,Town in the hill country of Judah.,-
betonim,Betonim,descartado,1,32.0105,35.706297,Town in Gad's territory,-
bezek,Bezek,descartado,1,32.3667,35.4,Assembly point for Saul's army,-
bilhah,Bilhah,descartado,1,31.24495217357714,34.8408885849849,Town in Simeon's territory,-
biziothiah,Biziothiah,descartado,1,31.24495217357714,34.8408885849849,"A town in the Negev, allotted to Judah",-
bor_ashan,Bor-ashan,descartado,1,31.8099,34.9365,A town in southern Judah,-
bozez,Bozez,descartado,1,31.85716450320853,35.28714718824809,A rocky crag near Michmash,-
brook_of_the_arabah,Brook of the Arabah,descartado,1,35.136204,36.749488,Eastern boundary of Jeroboam II's kingdom,-
brook_of_the_willows,Brook of the Willows,descartado,1,32.309099,35.5599,Boundary of Moab's territory,-
buz,Buz,descartado,1,26.625139,37.919663,"Arabian tribe, possibly descendants of Nahor",-
cabbon,Cabbon,descartado,1,31.5,34.7667,Town in Judah's lowlands,-
cabul,Cabul,descartado,1,32.865661,35.211814,Name given to 20 cities by Hiram,-
cabul,Cabul,descartado,1,32.865661,35.211814,Border town of Asher,-
cauda,Cauda,descartado,1,34.84351,24.091671,Island where Paul's ship sought shelter,-
chephar_ammoni,Chephar-ammoni,descartado,1,31.966667,35.25,Town in Benjamin's territory,-
chesil,Chesil,descartado,1,31.244952,34.840888,Town in Judah's southern region,-
chilmad,Chilmad,descartado,1,36.35941,43.152887,Trading partner of Tyre,-
chios,Chios,descartado,1,38.44484,26.063302,Island visited by Paul on his journey,-
chitlish,Chitlish,descartado,1,31.823337,34.777779,Town in Judah's Shephelah region,-
city_of_salt,City of Salt,descartado,1,31.46152536164766,35.39241108242345,Town in the wilderness of Judah,-
cnidus,Cnidus,descartado,1,36.68502255790917,27.37439432376754,City on the coast of Asia Minor,-
cos,Cos,descartado,1,36.80467006054953,27.08994040521288,Island visited by Paul on his journey,-
cushan,Cushan,descartado,1,21.959788,31.343557,"Unknown location, possibly related to Cush",-
dabbesheth,Dabbesheth,descartado,1,33.0,35.266682,Border town of Zebulun,-
dalmatia,Dalmatia,descartado,1,43.515484,16.071538,Region on the eastern coast of the Adriatic Sea.,-
dannah,Dannah,descartado,1,31.561025,34.975472,A city in the hill country of Judah.,-
debir,Debir,descartado,1,31.816662,35.349994,A place on the northern border of Judah.,-
dibon,Dibon,descartado,1,31.1858,34.96745,"A city in Judah, inhabited by the tribe of Judah.",-
dilean,Dilean,descartado,1,31.56485056116292,34.8467256730566,A city in the lowlands of Judah.,-
dimonah,Dimonah,descartado,1,31.1858,34.96745,A city in the Negev region of Judah.,-
diviners'_oak,Diviners' Oak,descartado,1,32.21369123124062,35.2817986718367,"A tree near Shechem, associated with pagan divination practices.",-
dizahab,Dizahab,descartado,1,28.507836,34.516339,A place near where Moses delivered his final speeches.,-
dumah,Dumah,descartado,1,27.4,37.7,"A city or region in Arabia, recipient of a prophetic oracle.",-
dumah,Dumah,descartado,1,31.43827,34.982762,A city in the hill country of Judah.,-
dura,Dura,descartado,1,32.53650368616845,44.42088287373876,A plain in Babylon where Nebuchadnezzar set up a statue.,-
east_gate,East Gate,descartado,1,31.777444,35.234935,"A gate in Jerusalem's wall, near the house of Shemaiah.",-
ebez,Ebez,descartado,1,32.261621,35.328129,A town allotted to the tribe of Issachar.,-
ecbatana,Ecbatana,descartado,1,34.798311,48.514966,A city in Media where a significant scroll was found.,-
eder,Eder,descartado,1,31.1858,34.96745,A town in the Negev region of Judah.,-
eglaim,Eglaim,descartado,1,30.998062,35.498547,Moabite city; its destruction prophesied by Isaiah,-
egypt_sea,Egypt Sea,descartado,1,27.088473,34.771729,"Likely the Gulf of Suez, part of the Red Sea",-
elon,Elon,descartado,1,31.973818,35.116531,City in the territory of Dan,-
elonbeth_hanan,Elonbeth-hanan,descartado,1,31.852593,35.109078,City under the jurisdiction of Solomon's governor Ben-Deker,-
el_paran,El-paran,descartado,1,29.151667,33.541944,Wilderness area where the Horites were defeated by Chedorlaomer,-
eltekon,Eltekon,descartado,1,31.66057,34.995406,City in the hill country of Judah,-
emek_keziz,Emek-keziz,descartado,1,31.837062,35.513151,"Emek-keziz, town allotted to Benjamin",-
emmaus,Emmaus,descartado,1,31.83945022372554,34.9895293285359,"Emmaus, village where Jesus appeared to two disciples after resurrection",-
enam,Enam,descartado,1,32.15,35.126,"Enam, town allotted to Judah in the Shephelah",-
eneglaim,Eneglaim,descartado,1,30.998062,35.498547,Place mentioned in Ezekiel's vision of restored Israel,-
en_gannim,En-gannim,descartado,1,31.75,34.950106,City in the lowlands of Judah,-
en_haddah,En-haddah,descartado,1,32.478425,35.254452,City allotted to the tribe of Issachar,-
en_hakkore,En-hakkore,descartado,1,31.75274835811488,34.97660913147738,Spring that appeared after Samson's victory over the Philistines,-
en_hazor,En-hazor,descartado,1,33.1,35.35,City allotted to the tribe of Naphtali,-
ephah,Ephah,descartado,1,28.932881,34.90832,Arabian tribe; known for their camels and dromedaries,-
esek,Esek,descartado,1,31.39129109635703,34.56057015639144,Well dug by Isaac's servants; named after quarrel,-
eshan,Eshan,descartado,1,31.420175,35.033537,City in the hill country of Judah,-
etam,Etam,descartado,1,31.686465,35.17474,City fortified by Rehoboam in Judah,-
eth_kazin,Eth-kazin,descartado,1,32.781808,35.321364,Border town of Zebulun near Neah,-
ezel_stone,Ezel Stone,descartado,1,31.777444,35.234935,Location where David and Jonathan planned to meet,-
forest_ephraim,Forest Ephraim,descartado,1,35.764722,32.381111,Location of the battle between David's forces and Absalom's army,-
forum_of_appius,Forum of Appius,descartado,1,41.468706,12.993929,Marketplace on Appian Way; Christians met Paul on journey to Rome,-
foundation_gate,Foundation Gate,descartado,1,31.777444,35.234935,Gate in Jerusalem's wall; location of Levite singers during coronation,-
gamad,Gamad,descartado,1,34.856082,35.858485,People group; defenders of the towers of Tyre,-
gareb,Gareb,descartado,1,31.777444,35.234935,A hill near Jerusalem,-
gebim,Gebim,descartado,1,31.8,35.25,Town in Benjamin; mentioned in Isaiah's prophecy,-
gederothaim,Gederothaim,descartado,1,31.823337,34.777779,Town in Judah; mentioned in list of allotted cities,-
gedor,Gedor,descartado,1,31.823337,34.777779,Region where Simeonites sought pasture for their flocks,-
geruth_chimham,Geruth Chimham,descartado,1,31.70536129174666,35.21026630105202,Lodging place near Bethlehem; refuge for Johanan's group,-
giah,Giah,descartado,1,31.869005,35.343177,Location near Gibeon where Joab and Abishai pursued Abner.,-
gibeath_elohim,Gibeath-elohim,descartado,1,31.93053920580005,35.22103274923676,"A place with a garrison of Philistines, near Gibeah.",-
gidom,Gidom,descartado,1,31.93466,35.297063,"A place near Gibeah, associated with the Benjamite War.",-
gimzo,Gimzo,descartado,1,31.928659,34.943219,A city in Judah captured by the Philistines.,-
goah,Goah,descartado,1,31.777444,35.234935,"A place near Jerusalem, mentioned in a prophetic context.",-
guard_gate,Guard Gate,descartado,1,31.777444,35.234935,"A gate in Jerusalem's wall, likely the Muster Gate.",-
gur,Gur,descartado,1,32.45,35.2833,A place near Ibleam where Ahaziah was wounded.,-
gurbaal,Gurbaal,descartado,1,30.734691,35.60625,"A place inhabited by Arabians, attacked by Uzziah's army.",-
hadad_rimmon,Hadad-rimmon,descartado,1,32.524106,35.205136,A place near Megiddo associated with mourning for Josiah.,-
hadashah,Hadashah,descartado,1,31.679512,34.695903,A town in the Shephelah region of Judah.,-
hadrach,Hadrach,descartado,1,33.519299,36.31344999999999,A region mentioned in a prophetic oracle of judgment.,-
haeleph,Haeleph,descartado,1,31.792733,35.196862,A town allotted to the tribe of Benjamin.,-
halhul,Halhul,descartado,1,31.579549,35.099103,A town in the hill country of Judah.,-
hali,Hali,descartado,1,32.934736,35.270799,A town allotted to the tribe of Asher.,-
hall_of_judgment,Hall of Judgment,descartado,1,31.777444,35.234935,A hall in Solomon's palace where he administered justice.,-
hall_of_pillars,Hall of Pillars,descartado,1,31.777444,35.234935,A porch with pillars in Solomon's palace.,-
hall_of_the_throne,Hall of the Throne,descartado,1,31.777444,35.234935,Another name for the Hall of Judgment in Solomon's palace.,-
ham,Ham,descartado,1,30.108086,31.33822,A place where Chedorlaomer defeated the Zuzim in battle.,-
hamonah,Hamonah,descartado,1,31.49684513710609,35.78284105296996,"A city in Ezekiel's vision, meaning ""multitude"" or ""horde.""",-
hanes,Hanes,descartado,1,29.085425,30.934402,An Egyptian city mentioned in a prophecy against Judah.,-
hannathon,Hannathon,descartado,1,32.916002,35.426637,A border town in the territory of Zebulun.,-
hara,Hara,descartado,1,36.344972,40.789333,A place where Israelite tribes were exiled by Tiglath-pileser.,-
harmon,Harmon,descartado,1,32.28023100000001,35.19792900000002,A place mentioned in Amos's prophecy against Israel.,-
hazar_addar,Hazar-addar,descartado,1,30.9522,34.7187,A town on the southern border of Canaan.,-
hazar_gaddah,Hazar-gaddah,descartado,1,31.162327,35.057114,Town allotted to the tribe of Judah,-
hazar_susah,Hazar-susah,descartado,1,31.391668,34.940502,Town allotted to the tribe of Simeon,-
hazar_susim,Hazar-susim,descartado,1,31.391668,34.940502,A town allotted to the tribe of Simeon.,-
hazer_hatticon,Hazer-hatticon,descartado,1,35.136204,36.749488,Place on the ideal border of Israel,-
hazerim,Hazerim,descartado,1,31.52481769532773,34.4333647185274,Settlements inhabited by the Avvim,-
hazor,Hazor,descartado,1,30.68771281376111,34.49479554246946,A town in the southland of Judah.,-
hazor,Hazor,descartado,1,31.162327,35.057114,Town in the Negev region of Judah,-
hazor,Hazor,descartado,1,31.833333,35.2,Town resettled by Benjamites after the Babylonian exile,-
hazor_hadattah,Hazor-hadattah,descartado,1,31.162327,35.057114,Town in the Negev region of Judah,-
hebron_valley,Hebron Valley,descartado,1,31.54909871686872,35.09356062020027,Valley near Hebron where Joseph sought his brothers,-
helbah,Helbah,descartado,1,34.066067,35.865801,Canaanite town not conquered by the tribe of Asher,-
helbon,Helbon,descartado,1,33.664912,36.248576,City known for its fine wine,-
helech,Helech,descartado,1,34.856082,35.858485,A place or people mentioned in Ezekiel's prophecy.,-
heleph,Heleph,descartado,1,33.134416,35.332157,Border town of Naphtali,-
helkath_hazzurim,Helkath-hazzurim,descartado,1,31.880126,35.280188,Site of a battle between David's and Ish-bosheth's men,-
heres,Heres,descartado,1,32.19998298531073,35.63331303389634,Place near where Gideon defeated the Midianites,-
hereth,Hereth,descartado,1,31.621492,35.029273,Forest where David hid from Saul,-
heshmon,Heshmon,descartado,1,31.215418,34.942986,A town in the southland of Judah.,-
hierapolis,Hierapolis,descartado,1,37.924517,29.124525,"City in Phrygia, home to a Christian community",-
hobah,Hobah,descartado,1,33.5,36.466667,Place north of Damascus pursued by Abraham,-
holon,Holon,descartado,1,31.50100308502659,35.92063125199366,A city in Moab,-
horem,Horem,descartado,1,33.166667,35.433333,A fortified city in Naphtali,-
hosah,Hosah,descartado,1,32.178502,35.22758,A Levitical city in Asher,-
hukkok,Hukkok,descartado,1,32.882153,35.496694,A town on the border of Naphtali,-
humtah,Humtah,descartado,1,31.53577362133176,35.09409986578734,A town in the hill country of Judah,-
idalah,Idalah,descartado,1,32.733333,35.166667,A town in Zebulun,-
idumea,Idumea,descartado,1,30.734691,35.60625,A region south of Judea,-
iim,Iim,descartado,1,31.244952,34.840888,A town in the Negev of Judah,-
illyricum,Illyricum,descartado,1,43.515484,16.071538,A region where Paul preached the gospel,-
iphtah,Iphtah,descartado,1,31.8099,34.9365,A town in the Shephelah of Judah,-
irpeel,Irpeel,descartado,1,31.869343,35.197712,A town in Benjamin,-
ithlah,Ithlah,descartado,1,31.823593,35.075769,A town in Dan,-
ithnan,Ithnan,descartado,1,31.244952,34.840888,A town in the Negev of Judah,-
iyim,Iyim,descartado,1,31.49684513710609,35.78284105296996,An Israelite campsite in the wilderness,-
jabez,Jabez,descartado,1,31.70536129174666,35.21026630105202,A place associated with the families of scribes,-
jabneel,Jabneel,descartado,1,32.7,35.5,A town on the border of Naphtali,-
jagur,Jagur,descartado,1,31.1858,34.96745,A town in the Negev of Judah,-
jair,Jair,descartado,1,32.042523,35.724241,An Israelite who possessed towns in Gilead,-
janen,Janen,descartado,1,31.49684513710609,35.78284105296996,A place mentioned in the Septuagint,Moab
janim,Janim,descartado,1,31.516667,35.166667,A town in the hill country of Judah,-
janoah,Janoah,descartado,1,32.155895,35.361606,A town captured by the Assyrians from Israel,-
japhia,Japhia,descartado,1,32.691633,35.274955,A town on the border of Zebulun,-
jarmuth,Jarmuth,descartado,1,32.5559631396043,35.33078927843792,A Levitical city in Issachar,-
jazer_sea,Jazer Sea,descartado,1,31.94352951689796,35.72776961157128,A poetic reference to the abundant vineyards of Jazer,-
jehud,Jehud,descartado,1,32.033636,34.889599,A town allotted to Dan,-
jekabzeel,Jekabzeel,descartado,1,31.1858,34.96745,A town in Judah inhabited after the Babylonian exile,-
jemnath,Jemnath,descartado,1,31.80299971086164,34.6351145939134,A place mentioned in the Septuagint version of Joshua,Philistia
jericho_valley,Jericho Valley,descartado,1,31.87060143818292,35.44386371224434,The valley where the city of Jericho is located,-
jeruel,Jeruel,descartado,1,31.572903,35.406346,A wilderness where Jehoshaphat defeated his enemies,-
jeshanah,Jeshanah,descartado,1,31.980029,35.229709,A town captured by Abijah from Jeroboam,-
jeshua,Jeshua,descartado,1,31.162327,35.057114,A town in Judah inhabited after the Babylonian exile,-
jezreel,Jezreel,descartado,1,32.5559631396043,35.33078927843792,"A son of Saul's son Jonathan, also called Merib-baal",-
jokdeam,Jokdeam,descartado,1,31.366667,35.0,A town in the hill country of Judah,-
joktheel,Joktheel,descartado,1,31.56485056116292,34.8467256730566,A town in the Shephelah region of Judah,-
jotbah,Jotbah,descartado,1,29.75804307645581,35.0306017443078,"The hometown of Amon's mother, Meshullemeth",-
kadesh,Kadesh,descartado,1,34.558327,36.522943,A place visited during David's census of Israel,-
kamon,Kamon,descartado,1,32.042523,35.724241,"The burial place of Jair, a judge of Israel",-
karka,Karka,descartado,1,30.958506,34.3805,A place on the southern border of Judah,-
karkor,Karkor,descartado,1,32.1843727808126,35.70287002746794,A place where Gideon defeated Zebah and Zalmunna,-
kartan,Kartan,descartado,1,33.125828,35.165,A Levitical city in the territory of Naphtali,-
kerioth_hezron,Kerioth-hezron,descartado,1,31.162327,35.057114,A town in the Negev region of Judah,-
kinah,Kinah,descartado,1,31.1858,34.96745,A town in the Negev region of Judah,-
kiriathaim,Kiriathaim,descartado,1,33.125828,35.165,A Levitical city in Reuben,-
kiriath_huzoth,Kiriath-huzoth,descartado,1,31.76503129703305,35.71856575741812,A place Balak took Balaam,-
koa,Koa,descartado,1,34.798311,48.514966,A people group mentioned by Ezekiel,-
laban,Laban,descartado,1,31.8099,34.9365,A place Moses spoke to Israel,-
lahmam,Lahmam,descartado,1,31.566667,34.9,A city in the lowlands of Judah,-
laishah,Laishah,descartado,1,31.8,35.25,A place near Anathoth and Gallim,-
lakkum,Lakkum,descartado,1,32.68695640243183,35.39091304299688,A border town of Naphtali,-
lasea,Lasea,descartado,1,34.93491734364034,24.80919899172515,"A city near Fair Havens, Crete",-
lasharon,Lasharon,descartado,1,32.72544,35.467002,A Canaanite city conquered by Joshua,-
lebanon_mount,Lebanon Mount,descartado,1,33.752479,35.590804,A mountain range marking the northern border of Israel,-
lebaoth,Lebaoth,descartado,1,31.391668,34.940502,A town in the Negev of Judah,-
leb_kamai,Leb-kamai,descartado,1,30.9620520474569,46.10374195774169,A cryptic name for Chaldea (Babylonia),-
lebonah,Lebonah,descartado,1,32.07077,35.239871,A place near Shiloh in Ephraim,-
luz,Luz,descartado,1,37.0,36.57,A Canaanite city; a man built another city named Luz,-
lycia,Lycia,descartado,1,36.27471786927205,29.3186378339052,A region on the southwest coast of Asia Minor,-
maarath,Maarath,descartado,1,31.621003,35.102328,A town in the hill country of Judah,-
maareh_geba,Maareh-geba,descartado,1,31.82378102460309,35.23100936128631,A place near Gibeah where an ambush was set,-
madmenah,Madmenah,descartado,1,31.8,35.25,A place near Jerusalem,-
makaz,Makaz,descartado,1,31.870364,34.981728,A place in one of Solomon's administrative districts,-
malta,Malta,descartado,1,35.85282675242785,14.53243601407711,An island where Paul was shipwrecked,-
mareal,Mareal,descartado,1,32.697409,35.241789,A place on the border of Zebulun,-
maroth,Maroth,descartado,1,31.743719,34.694006,A town in Judah,-
mearah,Mearah,descartado,1,33.633333,35.433333,A place near Sidon,-
meconah,Meconah,descartado,1,31.370835,34.860665,A town inhabited by the people of Judah after the exile,-
me_jarkon,Me-jarkon,descartado,1,32.132898,34.788144,A place in the territory of Dan,-
meroz,Meroz,descartado,1,32.68695640243183,35.39091304299688,A place cursed for not helping against Sisera,-
mesha,Mesha,descartado,1,28.85726,34.859127,A place marking the Joktanite territory,-
meshech_tubal,Meshech-Tubal,descartado,1,46.0,47.0,Two nations mentioned together; defeated by Babylon,Asia
middin,Middin,descartado,1,31.743894,35.401591,A town in the wilderness of Judah,-
migdal_el,Migdal-el,descartado,1,33.232131,35.362942,A fortified city in Naphtali,-
migdal_gad,Migdal-gad,descartado,1,31.666667,34.583333,A town in the lowlands of Judah,-
minni,Minni,descartado,1,40.6,44.6,A kingdom allied with Ararat and Ashkenaz,-
mitylene,Mitylene,descartado,1,39.10033557286295,26.55180477541001,A city on the island of Lesbos visited by Paul,-
mizar_mount,Mizar Mount,descartado,1,33.41615982399708,35.85725617635589,A mountain mentioned in a psalm of lament,-
mizpeh,Mizpeh,descartado,1,31.56485056116292,34.8467256730566,A town in the lowlands of Judah,-
moreh,Moreh,descartado,1,32.61773063505183,35.35737645291343,Place near Shechem; hill where Gideon camped,-
